fold,session_id,condition,t_s,score
0,S001_2026-06-01_toshiba_normal_22C_a,normal,93,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,94,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,95,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,96,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,97,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,98,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,99,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,100,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,101,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,102,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,103,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,104,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,105,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,106,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,107,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,108,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,109,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,110,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,111,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,112,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,113,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,114,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,115,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,116,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,117,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,118,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,119,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,120,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,121,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,122,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,123,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,124,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,125,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,126,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,127,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,128,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,129,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,130,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,131,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,132,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,133,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,134,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,135,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,136,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,137,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,138,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,139,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,140,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,141,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,142,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,143,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,144,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,145,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,146,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,147,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,148,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,149,23.5
