fold,session_id,condition,t_s,score
0,S001_2026-06-01_toshiba_normal_22C_a,normal,179,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,180,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,181,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,182,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,183,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,184,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,185,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,186,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,187,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,188,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,189,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,190,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,191,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,192,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,193,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,194,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,195,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,196,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,197,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,198,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,199,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,200,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,201,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,202,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,203,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,204,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,205,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,206,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,207,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,208,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,209,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,210,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,211,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,212,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,213,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,214,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,215,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,216,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,217,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,218,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,219,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,220,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,221,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,222,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,223,19.992748260498047
